state,year,health_coverage_total,gdp_per_capita,age65,trade_openness,polity,democracy ,left,center_left,total_left
Paraguay,1993,NA,1582,4.26,113.6,7,2,0,0.028,0.028
Paraguay,1994,NA,1678,4.3,123.08,7,3,0,0.112,0.112
Paraguay,1995,NA,1887,4.33,118.06,7,4,0,0.112,0.112
Paraguay,1996,NA,1993,4.36,103.04,7,5,0,0.112,0.112
Paraguay,1997,NA,1985,4.37,95.93,7,6,0,0.112,0.112
Paraguay,1998,NA,1759,4.38,104.69,6,7,0,0.112,0.112
Paraguay,1999,NA,1602,4.4,82.1,7,8,0,0.1,0.1
Paraguay,2000,33.2,1532,4.44,85.09,7,9,0,0.1,0.1
Paraguay,2001,NA,1403,4.5,80.74,7,10,0,0.1,0.1
Paraguay,2002,NA,1135,4.57,90.14,7,11,0,0.1,0.1
Paraguay,2003,NA,1159,4.66,94.86,8,12,0,0.025,0.025
Paraguay,2004,NA,1387,4.75,95.59,8,13,0,0.025,0.025
Paraguay,2005,NA,1479,4.83,104.2,8,14,0,0.025,0.025
Paraguay,2006,NA,1773,4.93,107.77,8,15,0,0.025,0.025
Paraguay,2007,NA,2252,5.03,103.52,8,16,0,0.025,0.025
Paraguay,2008,NA,2967,5.12,103.55,9,17,0,0.35,0.35
Paraguay,2009,NA,2510,5.22,96.3,9,18,NA,NA,NA
Paraguay,2010,NA,3101,5.34,106.58,9,19,NA,NA,NA
Paraguay,2011,40.1,3814,5.45,102.82,9,20,NA,NA,NA
Paraguay,2012,NA,3680,5.57,98.63,9,21,NA,NA,NA
Paraguay,2013,NA,4403,5.71,94.06,9,22,NA,NA,NA
Paraguay,2014,NA,NA,5.86,86.98,9,23,NA,NA,NA
Peru,1945,NA,NA,NA,NA,4,0,0,0,0
Peru,1946,NA,NA,NA,NA,4,0,0,0,0
Peru,1947,NA,NA,NA,NA,4,0,0,0,0
Peru,1948,NA,NA,NA,NA,0,0,0,0,0
Peru,1949,NA,NA,NA,NA,0,0,0,0,0
Peru,1950,NA,NA,NA,NA,1,0,0,0,0
Peru,1951,NA,NA,NA,NA,1,0,0,0,0
Peru,1952,NA,NA,NA,NA,1,0,0,0,0
Peru,1953,NA,NA,NA,NA,1,0,0,0,0
Peru,1954,NA,NA,NA,NA,1,0,0,0,0
Peru,1955,NA,NA,NA,NA,1,0,0,0,0
Peru,1956,NA,NA,NA,NA,5,0,0,0,0
Peru,1957,NA,NA,NA,NA,5,0,0,0,0
Peru,1958,NA,NA,NA,NA,5,0,0,0,0
Peru,1959,NA,NA,NA,NA,5,0,0,0,0
Peru,1960,NA,NA,3.44,41.58,5,0,0,0,0
Peru,1961,NA,276,3.46,44.18,5,0,0,0,0
Peru,1962,NA,304,3.48,43.07,0,0,0,0,0
Peru,1963,NA,324,3.49,41.12,6,1,0,0,0
Peru,1964,NA,381,3.49,38.33,6,2,0,0.683,0.683
Peru,1965,NA,438,3.49,35.61,6,3,0,0.683,0.683
Peru,1966,NA,504,3.49,35.67,6,4,0,0.683,0.683
Peru,1967,NA,497,3.49,36.57,6,5,0,0.683,0.683
Peru,1968,NA,448,3.48,37.99,0,5,0,0.683,0.683
Peru,1969,NA,487,3.47,35.22,0,5,0,0,0
Peru,1970,NA,548,3.47,33.89,0,5,0,0,0
Peru,1971,NA,595,3.49,29.39,0,5,0,0,0
Peru,1972,NA,641,3.51,28.91,0,5,0,0,0
Peru,1973,NA,746,3.54,29.45,0,5,0,0,0
Peru,1974,NA,915,3.55,36.43,0,5,0,0,0
Peru,1975,NA,1082,3.57,32.79,0,5,0,0,0
Peru,1976,NA,996,3.59,32.28,0,5,0,0,0
Peru,1977,NA,889,3.61,38.62,0,5,0,0,0
Peru,1978,NA,739,3.63,40.79,-88,5,0,0,0
Peru,1979,NA,920,3.64,46.83,-88,5,0,0,0
Peru,1980,NA,1192,3.65,27.45,7,6,0,0,0
Peru,1981,NA,1405,3.68,19.1,7,7,0.056,0.344,0.4
Peru,1982,NA,1363,3.7,19.59,7,8,0.056,0.344,0.4
Peru,1983,NA,1026,3.73,22.91,7,9,0.056,0.344,0.4
Peru,1984,NA,1040,3.75,23.06,7,10,0.056,0.344,0.4
Peru,1985,NA,965,3.77,27.5,7,11,0.267,0.6,0.867
Peru,1986,NA,900,3.82,16.95,7,12,0.267,0.6,0.867
Peru,1987,NA,1170,3.86,13.18,7,13,0.267,0.6,0.867
Peru,1988,NA,593,3.9,15.56,7,14,0.267,0.6,0.867
Peru,1989,NA,1236,3.94,17.87,7,15,0.267,0.6,0.867
Peru,1990,NA,1149,3.99,30.27,8,16,0.111,0.311,0.422
Peru,1991,NA,1479,4.05,27.12,8,17,0.111,0.311,0.422
Peru,1992,NA,1515,4.12,28.6,2,17,0,0,0
Peru,1993,NA,1435,4.19,29.28,3,17,0,0,0
Peru,1994,NA,1817,4.27,29.71,3,17,0,0,0
Peru,1995,NA,2132,4.35,31.64,3,17,0.017,0.075,0.092
Peru,1996,NA,2181,4.45,32.25,3,17,0.017,0.075,0.092
Peru,1997,NA,2272,4.56,34.01,3,17,0.017,0.075,0.092
Peru,1998,NA,2141,4.67,33.23,3,17,0.017,0.075,0.092
Peru,1999,NA,1913,4.78,33.4,3,17,0.017,0.075,0.092
Peru,2000,NA,1949,4.88,35.58,-88,17,0,0.092,0.092
Peru,2001,39.3,1945,5.04,34.8,9,18,0,0.22,0.22
Peru,2002,NA,2020,5.2,34.83,9,19,0,0.22,0.22
Peru,2003,NA,2136,5.36,36.67,9,20,0,0.22,0.22
Peru,2004,NA,2398,5.51,41.03,9,21,0,0.22,0.22
Peru,2005,NA,2675,5.67,46.87,9,22,0,0.22,0.22
Peru,2006,NA,3124,5.77,50.83,9,23,0,0.3,0.3
Peru,2007,NA,3607,5.87,53.88,9,24,0,0.3,0.3
Peru,2008,NA,4240,5.97,56.47,9,25,0,0.3,0.3
Peru,2009,NA,4189,6.08,46.42,9,26,NA,NA,NA
Peru,2010,NA,5075,6.2,50.01,9,27,NA,NA,NA
Peru,2011,65,5759,6.31,55.24,9,28,NA,NA,NA
Peru,2012,NA,6424,6.42,52.27,9,29,NA,NA,NA
Peru,2013,NA,6660,6.54,48.5,9,30,NA,NA,NA
Peru,2014,NA,NA,6.68,46.14,9,31,NA,NA,NA
Uruguay,1945,NA,NA,NA,NA,3,0,0.03,0.586,0.616
Uruguay,1946,NA,NA,NA,NA,3,0,0.03,0.586,0.616
Uruguay,1947,NA,NA,NA,NA,3,0,0.071,0.475,0.546
Uruguay,1948,NA,NA,NA,NA,3,0,0.071,0.475,0.546
Uruguay,1949,NA,NA,NA,NA,3,0,0.071,0.475,0.546
Uruguay,1950,NA,NA,NA,NA,3,0,0.071,0.475,0.546
Uruguay,1951,NA,NA,NA,NA,3,0,0.04,0.535,0.575
Uruguay,1952,NA,NA,NA,NA,8,1,0.04,0.535,0.575
Uruguay,1953,NA,NA,NA,NA,8,2,0.04,0.535,0.575
Uruguay,1954,NA,NA,NA,NA,8,3,0.04,0.535,0.575
Uruguay,1955,NA,NA,NA,NA,8,4,0.051,0.515,0.566
Uruguay,1956,NA,NA,NA,NA,8,5,0.051,0.515,0.566
Uruguay,1957,NA,NA,NA,NA,8,6,0.051,0.515,0.566
Uruguay,1958,NA,NA,NA,NA,8,7,0.051,0.515,0.566
Uruguay,1959,NA,NA,NA,NA,8,8,0.051,0.384,0.435
Uruguay,1960,NA,NA,8.16,32.38,8,9,0.051,0.384,0.435
Uruguay,1961,NA,603,8.21,28.97,8,10,0.051,0.384,0.435
Uruguay,1962,NA,656,8.26,25.8,8,11,0.051,0.384,0.435
Uruguay,1963,NA,584,8.3,24.08,8,12,0.03,0.444,0.474
Uruguay,1964,NA,741,8.35,23.33,8,13,0.03,0.444,0.474
Uruguay,1965,NA,701,8.4,29.8,8,14,0.03,0.444,0.474
Uruguay,1966,NA,664,8.51,28.69,8,15,0.03,0.444,0.474
Uruguay,1967,NA,581,8.62,27.76,8,16,0.051,0.505,0.556
Uruguay,1968,NA,574,8.73,27.39,8,17,0.051,0.505,0.556
Uruguay,1969,NA,717,8.83,25.53,8,18,0.051,0.505,0.556
Uruguay,1970,NA,761,8.91,29.08,8,19,0.051,0.505,0.556
Uruguay,1971,NA,996,9.09,21.71,-88,19,0.051,0.505,0.556
Uruguay,1972,NA,776,9.23,30.33,-88,19,0.182,0,0.182
Uruguay,1973,NA,1405,9.36,19.92,0,19,0,0,0
Uruguay,1974,NA,1448,9.51,31.27,0,19,0,0,0
Uruguay,1975,NA,1250,9.68,37.06,0,19,0,0,0
Uruguay,1976,NA,1291,9.84,39.64,0,19,0,0,0
Uruguay,1977,NA,1440,10.03,42.56,0,19,0,0,0
Uruguay,1978,NA,1707,10.22,40,0,19,0,0,0
Uruguay,1979,NA,2480,10.39,38,0,19,0,0,0
Uruguay,1980,NA,3486,10.52,35.66,0,19,0,0,0
Uruguay,1981,NA,3764,10.65,34.24,0,19,0,0,0
Uruguay,1982,NA,3107,10.74,31.62,0,19,0,0,0
Uruguay,1983,NA,1716,10.82,49.29,0,19,0,0,0
Uruguay,1984,NA,1621,10.89,47.96,0,19,0,0,0
Uruguay,1985,NA,1571,10.97,47.86,9,20,0.212,0,0.212
Uruguay,1986,NA,1940,11.11,46.48,9,21,0.212,0,0.212
Uruguay,1987,NA,2416,11.24,40.85,9,22,0.212,0,0.212
Uruguay,1988,NA,2676,11.37,39.79,9,23,0.212,0,0.212
Uruguay,1989,NA,2732,11.5,41.19,10,24,0.212,0,0.212
Uruguay,1990,NA,2990,11.64,41.63,10,25,0.212,0.091,0.303
Uruguay,1991,NA,3578,11.81,38.55,10,26,0.212,0.091,0.303
Uruguay,1992,NA,4082,11.98,40.07,10,27,0.212,0.091,0.303
Uruguay,1993,NA,4721,12.15,38.68,10,28,0.212,0.091,0.303
Uruguay,1994,NA,5459,12.31,40.15,10,29,0.212,0.091,0.303
Uruguay,1995,NA,5985,12.45,38.1,10,30,0.313,0.051,0.364
Uruguay,1996,NA,6317,12.62,39.53,10,31,0.313,0.051,0.364
Uruguay,1997,NA,7329,12.77,37.71,10,32,0.313,0.051,0.364
Uruguay,1998,NA,7712,12.9,35.64,10,33,0.313,0.051,0.364
Uruguay,1999,NA,7248,13.01,33.39,10,34,0.313,0.051,0.364
Uruguay,2000,NA,6873,13.09,36.71,10,35,0,0.44,0.44
Uruguay,2001,NA,6282,13.22,36.31,10,36,0,0.44,0.44
Uruguay,2002,98.2,4089,13.32,40.03,10,37,0,0.44,0.44
Uruguay,2003,NA,3622,13.4,51.76,10,38,0,0.44,0.44
Uruguay,2004,NA,4118,13.47,61.48,10,39,0,0.44,0.44
Uruguay,2005,NA,5222,13.53,58.88,10,40,0,0.525,0.525
Uruguay,2006,NA,5879,13.62,61.97,10,41,0,0.525,0.525
Uruguay,2007,NA,7013,13.71,59.21,10,42,0,0.525,0.525
Uruguay,2008,NA,9068,13.79,65.21,10,43,0,0.525,0.525
Uruguay,2009,NA,9065,13.87,53.41,10,44,NA,NA,NA
Uruguay,2010,NA,11531,13.95,51.69,10,45,NA,NA,NA
Uruguay,2011,98.6,13961,14.04,53.28,10,46,NA,NA,NA
Uruguay,2012,NA,14728,14.13,54.94,10,47,NA,NA,NA
Uruguay,2013,NA,16351,14.23,49.71,10,48,NA,NA,NA
Uruguay,2014,NA,NA,14.33,48.92,10,49,NA,NA,NA
Venezuela,1945,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1946,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1947,NA,NA,NA,NA,1,0,0.013,0.869,0.882
Venezuela,1948,NA,NA,NA,NA,1,0,0.027,0.791,0.818
Venezuela,1949,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1950,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1951,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1952,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1953,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1954,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1955,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1956,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1957,NA,NA,NA,NA,1,0,0,0,0
Venezuela,1958,NA,NA,NA,NA,7,1,0,0,0
Venezuela,1959,NA,NA,NA,NA,7,2,0.053,0.811,0.864
Venezuela,1960,NA,NA,2.31,43.26,7,3,0.053,0.811,0.864
Venezuela,1961,NA,1133,2.33,43.99,7,4,0.053,0.811,0.864
Venezuela,1962,NA,1208,2.35,44.26,7,5,0.053,0.811,0.864
Venezuela,1963,NA,1258,2.36,42.55,7,6,0.053,0.811,0.864
Venezuela,1964,NA,1037,2.38,42.81,7,7,0,0.654,0.654
Venezuela,1965,NA,1056,2.41,42.8,7,8,0,0.654,0.654
Venezuela,1966,NA,1073,2.44,39.41,7,9,0,0.654,0.654
Venezuela,1967,NA,1077,2.47,39.87,7,10,0,0.654,0.654
Venezuela,1968,NA,1142,2.52,39.62,8,11,0,0.654,0.654
Venezuela,1969,NA,1150,2.56,38.65,9,12,0.023,0.575,0.598
Venezuela,1970,NA,1212,2.6,37.82,9,13,0.023,0.575,0.598
Venezuela,1971,NA,1305,2.66,39.25,9,14,0.023,0.575,0.598
Venezuela,1972,NA,1387,2.71,37.98,9,15,0.023,0.575,0.598
Venezuela,1973,NA,1637,2.77,41.85,9,16,0.023,0.575,0.598
Venezuela,1974,NA,2364,2.82,55.36,9,17,0.06,0.575,0.635
Venezuela,1975,NA,2466,2.88,50.75,9,18,0.06,0.575,0.635
Venezuela,1976,NA,2749,2.94,50.87,9,19,0.06,0.575,0.635
Venezuela,1977,NA,3097,3,53.25,9,20,0.06,0.575,0.635
Venezuela,1978,NA,3287,3.06,51.96,9,21,0.06,0.575,0.635
Venezuela,1979,NA,3811,3.12,50.63,9,22,0.09,0.477,0.567
Venezuela,1980,NA,4447,3.18,50.6,9,23,0.09,0.477,0.567
Venezuela,1981,NA,4855,3.24,48.76,9,24,0.09,0.477,0.567
Venezuela,1982,NA,4796,3.29,46.94,9,25,0.09,0.477,0.567
Venezuela,1983,NA,4784,3.35,30.72,9,26,0.09,0.477,0.567
Venezuela,1984,NA,3317,3.41,45.59,9,27,0.085,0.595,0.68
Venezuela,1985,NA,3344,3.47,42.18,9,28,0.085,0.595,0.68
Venezuela,1986,NA,3311,3.52,40.06,9,29,0.085,0.595,0.68
Venezuela,1987,NA,2481,3.56,44.81,9,30,0.085,0.595,0.68
Venezuela,1988,NA,3114,3.6,47.8,9,31,0.085,0.595,0.68
Venezuela,1989,NA,2189,3.64,55.21,9,32,0.095,0.517,0.612
Venezuela,1990,NA,2382,3.68,59.63,9,33,0.095,0.517,0.612
Venezuela,1991,NA,2559,3.73,57.58,9,34,0.095,0.517,0.612
Venezuela,1992,NA,2826,3.78,55.26,8,35,0.095,0.517,0.612
Venezuela,1993,NA,2746,3.83,54.14,8,36,0.095,0.517,0.612
Venezuela,1994,NA,2614,3.88,53.16,8,37,0,0.602,0.602
Venezuela,1995,NA,3390,3.93,48.92,8,38,0,0.602,0.602
Venezuela,1996,NA,3026,4.01,57.84,8,39,0,0.602,0.602
Venezuela,1997,NA,3729,4.09,51.25,8,40,0,0.602,0.602
Venezuela,1998,NA,3890,4.17,43.6,8,41,0,0.602,0.602
Venezuela,1999,NA,4092,4.26,42.07,7,42,0.01,0.507,0.517
Venezuela,2000,NA,4800,4.35,47.86,7,43,0.01,0.507,0.517
Venezuela,2001,NA,4942,4.45,42.14,6,44,0.03,0.327,0.357
Venezuela,2002,NA,3667,4.55,48.58,6,45,0.03,0.327,0.357
Venezuela,2003,NA,3242,4.66,50.58,6,46,0.03,0.327,0.357
Venezuela,2004,NA,4282,4.77,55.37,6,47,0.03,0.327,0.357
Venezuela,2005,NA,5445,4.89,60.13,6,48,0.03,0.327,0.357
Venezuela,2006,NA,6748,5,58.67,5,48,0.764,0.186,0.95
Venezuela,2007,NA,8330,5.12,56.2,5,48,0.764,0.186,0.95
Venezuela,2008,NA,11223,5.24,51.83,5,48,0.764,0.186,0.95
Venezuela,2009,NA,11525,5.37,38.52,1,48,NA,NA,NA
Venezuela,2010,NA,13559,5.5,46.14,1,48,NA,NA,NA
Venezuela,2011,NA,10728,5.64,49.64,1,48,NA,NA,NA
Venezuela,2012,NA,12729,5.79,50.4,1,48,NA,NA,NA
Venezuela,2013,NA,14415,5.94,54.28,4,48,NA,NA,NA
Venezuela,2014,NA,NA,6.1,NA,4,48,NA,NA,NA
